3,0.401450214916887,0.931036886700391
4,0.96334477447973,0.309667566847066
5,0.285006398777333,0.0180861152247609
5,0.34071740929775,0.0469581000753203
5,0.649313996093986,0.0911938300413246
9,0.635971548305335,0.957463303496599
6,0.148207922760998,0.801822489969281
5,0.558970047210938,0.367955124006937
4,0.901308735905019,0.439897370192436
4,0.864681189045743,0.248079073033212
10,0.341806333788509,0.393802183728913
5,0.428121276754323,0.399489898726814
5,0.534373674071891,0.627977974172203
2,0.153444866066295,0.533542484140191
3,0.472655607990193,0.938664266621805
5,0.0989784395746376,0.553370539193721
5,0.21193387240006,0.0178561728493625
2,0.118712136808692,0.584722441245967
5,0.66559115236249,0.0964697757888126
5,0.068714263910101,0.70178301399251
5,0.603828673961734,0.0994746275681592
2,0.064394745008568,0.606076472846749
2,0.059395752332107,0.600344315421693
9,0.748505954215301,0.95719657662015
5,0.584990233060002,0.369624609714922
5,0.791735176100146,0.358909745418985
5,0.122756155301635,0.762273819728973
5,0.673797156481366,0.083406868614492
10,0.896029737577422,0.306320249048901
5,0.591573239834469,0.0813236977488116
4,0.780531833307258,0.527622324729151
5,0.38680040091328,0.0239803790024562
2,0.221337089681248,0.434764366953237
5,0.0850140254325423,0.583213159708937
10,0.885243404026398,0.373299397515179
3,0.471145643926259,0.937302474254848
3,0.400257828223352,0.912883571664647
5,0.0833398068382884,0.713426037023084
5,0.446313088093365,0.359348274447004
5,0.0893341702781341,0.758032097803366
2,0.0461002318155293,0.667366749816296
5,0.416082757074432,0.398948720522482
4,0.920135700314599,0.422012465628365
4,0.792854445283121,0.550962179150199
10,0.175784802542266,0.0226744031495175
5,0.449923202175074,0.0557435019050351
9,0.734964159244235,0.986883877142978
2,0.276330316794792,0.446770259956177
4,0.920552200562477,0.295736383041044
5,0.612018034229233,0.352140617103153
5,0.812766839757566,0.534068061602344
4,0.958337924533531,0.346505453974689
9,0.183264209333812,0.447993587635036
5,0.495860929826793,0.36503254666312
4,0.749033976015668,0.540196415967914
3,0.522884341498368,0.955302180823825
2,0.0781558095328524,0.67366919859433
5,0.545746168839582,0.0735754595309781
9,0.249891886835976,0.658251533916478
5,0.087431078185481,0.562402484439755
2,0.283084556994559,0.418492697747773
5,0.435092943198267,0.0656559200838693
4,0.96112479189351,0.357922921003918
5,0.300333286459654,0.0325942198010906
4,0.821215319806452,0.180465803150638
5,0.595935620117088,0.0812939230835127
9,0.102283785931091,0.604369808362842
4,0.775197858959565,0.512765735936305
6,0.169824246272206,0.827245952668022
4,0.768722273954929,0.153731921480125
4,0.896282615262045,0.271927851240507
4,0.762556013347027,0.163777257545259
2,0.0513450819085798,0.652124673454357
